doc_id,dominant_topic,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
57,1,0.3367320273069569,0.0029513513831487268,0.2152816095201444,0.21784686558731733,0.0013185180405771938,0.18511288444380566,1.8618618668373977e-5,0.04073812509938124
58,7,1.2532279469325946e-5,1.4580981205689674e-5,6.408130701015618e-6,2.7483349902086124e-5,4.165401512794209e-4,9.629168132701368e-5,0.9994240517334878,2.111692628486539e-6
59,5,4.414672537332595e-4,6.544075483791401e-4,4.691468869553534e-4,0.001643796184670865,0.9912875270254488,0.004135394161488976,0.0011938992031913388,1.7436173613146123e-4
60,4,0.13810777167375674,1.574092519693609e-5,0.0042588357923061945,0.8116479858814132,8.831729191951459e-4,0.04465429493597084,1.4415811048091128e-5,4.177820611125218e-4
61,5,5.443120237193482e-4,7.928146373465547e-4,6.081423662043223e-4,0.001960483739069756,0.9893429932130156,0.005096538613174714,0.001440155653001107,2.1455975446777422e-4
62,4,0.20017931025225866,1.3552213753529037e-4,0.2513972623198341,0.5216741483071954,0.001166705987604733,0.02458820221967445,1.2015798841720333e-5,8.468329770560903e-4
63,6,0.0012926693686695098,5.684502698559818e-4,0.018125371189478056,0.001991418995129059,0.0013502988799712506,0.975216270612159,2.270683642335098e-5,0.001432813848314051
64,7,3.2239440402360173e-4,5.48405796598389e-4,0.00023165701805715126,9.85563005196451e-4,0.2005651043997629,0.0026720747008095016,0.7945811676624945,9.363301305754851e-5
65,1,0.5864819551506847,2.1447775365956653e-4,0.09082838976227352,0.2499994320721688,0.0019025057846408925,0.06981604078797235,1.9996137725130145e-5,7.372025508754287e-4
66,1,0.6958963000915316,0.015784349284930162,0.20838423170633197,0.018707632985285518,0.00405724378833473,0.0016252702388085615,3.0092113460754043e-5,0.05551487979131657
67,3,8.253163839283265e-4,5.76324322225655e-4,0.6695949993745834,0.0015217926633155701,7.314646203033395e-4,0.3260513883589922,7.213572691804681e-6,6.91500703959533e-4
68,1,0.5535924885096548,7.769172152914208e-5,0.003855600932245687,0.4219304655090546,0.004207592390631919,0.015688561478497214,5.8279510236453466e-5,5.893199481502812e-4
69,7,3.587087968913438e-4,6.886896374098628e-4,3.0819530464673686e-4,0.0011709106275101578,0.4602185940184694,0.009847616188262248,0.5272631343044277,1.441511223821059e-4
70,5,5.326353608809567e-4,7.551315082976296e-4,5.564118601575832e-4,0.0019435852141211209,0.9904335889483257,0.004146532941489767,0.0014325572961583352,1.9955687056819927e-4
